deg_u,deg_v,deg_min,deg_max,common_neighbors,jaccard,adamic_adar,same_pred_comm,boundary_u,boundary_v,cc_u,cc_v,tri_u,tri_v,mu_triad_part_u,mu_triad_part_v,y,attacker,category,instance,attack_id
8,11,8,11,3,0.1875,1.2249448375892031,0,3,4,0.03571428571428571,0.09090909090909091,1,5,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
8,8,8,8,1,0.06666666666666667,0.36926937306885504,0,4,3,0.10714285714285714,0.0,3,0,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
18,6,6,18,1,0.043478260869565216,0.267546386419054,0,4,3,0.16993464052287582,0.13333333333333333,26,2,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
8,9,8,9,0,0.0,0.0,1,4,3,0.07142857142857142,0.08333333333333333,2,3,2,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
16,12,12,16,4,0.16666666666666666,1.3694864161686282,0,5,4,0.15833333333333333,0.09090909090909091,19,6,0,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
11,5,5,11,0,0.0,0.0,0,4,3,0.01818181818181818,0.1,1,1,1,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
8,49,8,49,1,0.017857142857142856,0.5581106265512472,0,2,5,0.14285714285714285,0.04846938775510204,4,57,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
15,14,14,15,0,0.0,0.0,0,3,5,0.13333333333333333,0.0,14,0,4,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
14,17,14,17,0,0.0,0.0,0,4,4,0.08791208791208792,0.17647058823529413,8,24,8,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
7,7,7,7,1,0.07692307692307693,0.25694917118487537,1,4,3,0.14285714285714285,0.2857142857142857,3,6,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
8,6,6,8,0,0.0,0.0,0,3,3,0.0,0.26666666666666666,0,4,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
8,8,8,8,0,0.0,0.0,0,2,5,0.14285714285714285,0.07142857142857142,4,2,1,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
12,6,6,12,0,0.0,0.0,1,4,3,0.045454545454545456,0.06666666666666667,3,1,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
9,9,9,9,0,0.0,0.0,0,2,5,0.1111111111111111,0.027777777777777776,4,1,0,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
23,11,11,23,2,0.0625,0.7708475135546261,0,5,4,0.05533596837944664,0.10909090909090909,14,6,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
10,6,6,10,1,0.06666666666666667,0.48089834696298783,0,4,3,0.022222222222222223,0.26666666666666666,1,4,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,12,12,14,0,0.0,0.0,0,5,5,0.16483516483516483,0.09090909090909091,15,6,4,6,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
15,11,11,15,0,0.0,0.0,0,3,5,0.06666666666666667,0.09090909090909091,7,5,7,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,8,8,9,1,0.0625,0.5581106265512472,0,4,3,0.2222222222222222,0.21428571428571427,8,6,4,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,23,9,23,1,0.03225806451612903,0.5581106265512472,0,3,8,0.027777777777777776,0.043478260869565216,1,11,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,7,5,7,0,0.0,0.0,0,3,4,0.0,0.09523809523809523,0,2,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,8,8,9,0,0.0,0.0,0,6,4,0.0,0.03571428571428571,0,1,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
15,6,6,15,1,0.05,0.3284587387530511,0,4,5,0.08571428571428572,0.0,9,0,3,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,9,9,12,1,0.05,0.28126641406272834,1,5,4,0.07575757575757576,0.1388888888888889,5,5,4,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,6,6,9,0,0.0,0.0,0,3,5,0.027777777777777776,0.0,1,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,7,7,8,1,0.07142857142857142,0.40242960438184466,1,2,4,0.14285714285714285,0.047619047619047616,4,1,1,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,6,6,9,0,0.0,0.0,1,4,3,0.2222222222222222,0.13333333333333333,8,2,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,7,5,7,0,0.0,0.0,0,3,4,0.0,0.14285714285714285,0,3,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,9,6,9,0,0.0,0.0,0,3,4,0.2,0.05555555555555555,3,2,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,9,6,9,1,0.07142857142857142,0.36926937306885504,0,2,5,0.13333333333333333,0.08333333333333333,2,3,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,8,8,8,0,0.0,0.0,0,4,3,0.07142857142857142,0.25,2,7,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,15,8,15,0,0.0,0.0,0,6,2,0.0,0.09523809523809523,0,10,0,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,13,6,13,1,0.05555555555555555,0.43429448190325176,0,4,5,0.06666666666666667,0.07692307692307693,1,6,0,5,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,7,7,14,1,0.05,0.35295612386476116,0,5,4,0.16483516483516483,0.047619047619047616,15,1,4,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,5,5,9,0,0.0,0.0,0,3,2,0.027777777777777776,0.0,1,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,8,8,14,2,0.1,0.7066500164834344,0,4,2,0.04395604395604396,0.25,4,7,2,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
11,9,9,11,0,0.0,0.0,0,4,4,0.10909090909090909,0.1111111111111111,6,4,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,11,9,11,0,0.0,0.0,0,3,4,0.1111111111111111,0.10909090909090909,4,6,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,6,6,12,0,0.0,0.0,0,5,4,0.045454545454545456,0.0,3,0,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,8,6,8,0,0.0,0.0,0,3,5,0.13333333333333333,0.07142857142857142,2,2,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
23,5,5,23,0,0.0,0.0,0,10,4,0.05533596837944664,0.1,14,1,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,7,6,7,0,0.0,0.0,0,3,4,0.13333333333333333,0.0,2,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,10,8,10,0,0.0,0.0,0,3,7,0.03571428571428571,0.044444444444444446,1,2,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,5,5,5,0,0.0,0.0,0,4,4,0.0,0.1,0,1,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,8,8,12,0,0.0,0.0,0,3,6,0.09090909090909091,0.0,6,0,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,6,6,6,0,0.0,0.0,0,4,3,0.0,0.06666666666666667,0,1,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,6,6,9,0,0.0,0.0,0,2,4,0.2777777777777778,0.0,10,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,7,7,8,0,0.0,0.0,0,4,2,0.17857142857142858,0.19047619047619047,5,4,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,8,8,12,1,0.05263157894736842,0.36926937306885504,0,3,4,0.24242424242424243,0.14285714285714285,16,4,1,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,15,6,15,0,0.0,0.0,0,4,4,0.0,0.01904761904761905,0,2,0,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,8,6,8,0,0.0,0.0,0,5,5,0.0,0.14285714285714285,0,4,0,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,5,5,9,0,0.0,0.0,0,4,3,0.2222222222222222,0.1,8,1,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,12,8,12,0,0.0,0.0,0,5,3,0.03571428571428571,0.3181818181818182,1,21,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,15,7,15,0,0.0,0.0,0,4,4,0.047619047619047616,0.1619047619047619,1,17,1,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,14,7,14,1,0.05,0.3396232718951086,0,4,4,0.047619047619047616,0.0,1,0,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
21,15,15,21,5,0.16129032258064516,1.8742938838298584,1,6,4,0.16666666666666666,0.1619047619047619,35,17,0,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,12,7,12,0,0.0,0.0,0,5,5,0.0,0.09090909090909091,0,6,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,11,6,11,0,0.0,0.0,0,4,4,0.13333333333333333,0.10909090909090909,2,6,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,8,8,14,0,0.0,0.0,0,4,5,0.04395604395604396,0.03571428571428571,4,1,2,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,7,7,14,0,0.0,0.0,0,4,3,0.04395604395604396,0.14285714285714285,4,3,2,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,5,5,7,0,0.0,0.0,0,3,2,0.09523809523809523,0.0,2,0,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,8,8,8,0,0.0,0.0,0,5,6,0.07142857142857142,0.17857142857142858,2,5,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,16,7,16,2,0.09523809523809523,0.6845787778433003,0,3,4,0.14285714285714285,0.15833333333333333,3,19,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,8,6,8,0,0.0,0.0,0,3,5,0.13333333333333333,0.03571428571428571,2,1,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,10,6,10,0,0.0,0.0,0,4,4,0.0,0.13333333333333333,0,6,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,49,8,49,1,0.017857142857142856,0.4170323914242463,0,4,10,0.10714285714285714,0.04846938775510204,3,57,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
49,13,13,49,2,0.03333333333333333,0.859821528652939,0,10,5,0.04846938775510204,0.07692307692307693,57,6,0,5,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,7,7,7,0,0.0,0.0,0,4,4,0.047619047619047616,0.14285714285714285,1,3,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
18,14,14,18,1,0.03225806451612903,0.36926937306885504,0,4,4,0.16993464052287582,0.0,26,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,9,6,9,1,0.07142857142857142,0.3284587387530511,0,4,2,0.06666666666666667,0.2777777777777778,1,10,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,6,6,9,0,0.0,0.0,0,3,3,0.1111111111111111,0.13333333333333333,4,2,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,9,6,9,1,0.07142857142857142,0.29401410379520604,0,4,4,0.0,0.05555555555555555,0,2,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,8,7,8,0,0.0,0.0,0,5,3,0.0,0.25,0,7,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
16,11,11,16,0,0.0,0.0,1,8,4,0.075,0.12727272727272726,9,7,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,17,9,17,1,0.04,0.3789231816899512,0,4,6,0.027777777777777776,0.17647058823529413,1,24,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,7,7,9,0,0.0,0.0,1,6,4,0.0,0.0,0,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
10,7,7,10,2,0.13333333333333333,0.9187843867734881,1,4,3,0.17777777777777778,0.14285714285714285,8,3,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
13,13,13,13,0,0.0,0.0,0,4,5,0.20512820512820512,0.07692307692307693,16,6,0,5,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
13,6,6,13,0,0.0,0.0,0,6,4,0.038461538461538464,0.0,3,0,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,5,5,6,0,0.0,0.0,0,4,3,0.0,0.2,0,2,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,14,9,14,1,0.045454545454545456,0.5138983423697507,0,4,4,0.05555555555555555,0.14285714285714285,2,13,1,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
10,6,6,10,0,0.0,0.0,0,4,4,0.022222222222222223,0.0,1,0,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,15,9,15,2,0.09090909090909091,0.8501677200318429,0,4,4,0.08333333333333333,0.1619047619047619,3,17,3,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,9,7,9,1,0.06666666666666667,0.29401410379520604,0,4,3,0.047619047619047616,0.1111111111111111,1,4,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
23,14,14,23,0,0.0,0.0,0,8,4,0.043478260869565216,0.0,11,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,8,5,8,0,0.0,0.0,0,4,5,0.0,0.14285714285714285,0,4,0,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,37,5,37,1,0.024390243902439025,0.318928988903801,0,3,6,0.0,0.11261261261261261,0,75,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
15,12,12,15,2,0.08,0.636815759487909,1,3,4,0.13333333333333333,0.16666666666666666,14,11,4,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,6,5,6,0,0.0,0.0,0,3,4,0.1,0.0,1,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,6,6,8,0,0.0,0.0,0,5,3,0.03571428571428571,0.13333333333333333,1,2,1,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,8,5,8,0,0.0,0.0,0,3,3,0.0,0.25,0,7,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,8,5,8,0,0.0,0.0,1,3,4,0.0,0.07142857142857142,0,2,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
15,10,10,15,1,0.041666666666666664,0.45511961331341866,0,4,4,0.05714285714285714,0.022222222222222223,6,1,6,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
11,8,8,11,1,0.05555555555555555,0.36926937306885504,0,6,5,0.03636363636363636,0.14285714285714285,2,4,0,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,7,7,7,0,0.0,0.0,0,4,3,0.047619047619047616,0.19047619047619047,1,4,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
11,12,11,12,3,0.15,1.1477074856231253,0,5,3,0.09090909090909091,0.3181818181818182,5,21,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,7,7,8,0,0.0,0.0,0,4,3,0.07142857142857142,0.0,2,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
10,11,10,11,1,0.05,0.5138983423697507,0,4,6,0.08888888888888889,0.03636363636363636,4,2,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,6,5,6,0,0.0,0.0,0,4,3,0.1,0.13333333333333333,1,2,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,21,12,21,2,0.06451612903225806,0.9273799996201022,0,5,6,0.12121212121212122,0.16666666666666666,8,35,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,14,9,14,2,0.09523809523809523,0.7749124507581939,1,3,5,0.027777777777777776,0.07692307692307693,1,7,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,10,10,12,2,0.1,0.7152456293300486,1,5,4,0.045454545454545456,0.022222222222222223,3,1,1,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,15,9,15,0,0.0,0.0,0,6,2,0.05555555555555555,0.23809523809523808,2,25,2,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
18,8,8,18,1,0.04,0.48089834696298783,0,5,4,0.0915032679738562,0.14285714285714285,14,4,0,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,6,6,6,0,0.0,0.0,0,3,3,0.13333333333333333,0.06666666666666667,2,1,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,13,8,13,0,0.0,0.0,0,5,5,0.03571428571428571,0.07692307692307693,1,6,0,5,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,8,8,9,0,0.0,0.0,0,3,5,0.027777777777777776,0.14285714285714285,1,4,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,10,6,10,1,0.06666666666666667,0.25694917118487537,0,4,5,0.06666666666666667,0.044444444444444446,1,2,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
37,6,6,37,3,0.075,1.314994211944363,0,6,4,0.11261261261261261,0.0,75,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,9,7,9,0,0.0,0.0,0,3,5,0.14285714285714285,0.08333333333333333,3,3,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,5,5,7,0,0.0,0.0,0,4,3,0.0,0.0,0,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,8,7,8,0,0.0,0.0,0,4,3,0.09523809523809523,0.25,2,7,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,7,7,14,0,0.0,0.0,0,5,5,0.16483516483516483,0.0,15,0,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,8,8,12,1,0.05263157894736842,0.5581106265512472,0,5,4,0.045454545454545456,0.17857142857142858,3,5,1,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,15,6,15,1,0.05,0.25694917118487537,0,4,5,0.13333333333333333,0.19047619047619047,2,20,1,6,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,6,6,8,0,0.0,0.0,0,4,4,0.07142857142857142,0.0,2,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,15,8,15,1,0.045454545454545456,0.40242960438184466,1,3,5,0.03571428571428571,0.047619047619047616,1,5,0,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
8,6,6,8,1,0.07692307692307693,0.25694917118487537,0,4,4,0.14285714285714285,0.0,4,0,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,11,7,11,0,0.0,0.0,0,3,3,0.09523809523809523,0.09090909090909091,2,5,2,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,11,11,14,0,0.0,0.0,0,4,5,0.08791208791208792,0.05454545454545454,8,3,8,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,6,6,12,0,0.0,0.0,0,5,3,0.12121212121212122,0.13333333333333333,8,2,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,8,6,8,0,0.0,0.0,0,4,6,0.0,0.0,0,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
11,10,10,11,1,0.05,0.40242960438184466,0,6,4,0.03636363636363636,0.022222222222222223,2,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
17,14,14,17,0,0.0,0.0,0,3,5,0.22058823529411764,0.07692307692307693,30,7,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,8,6,8,1,0.07692307692307693,0.29401410379520604,0,4,2,0.06666666666666667,0.14285714285714285,1,4,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
5,11,5,11,0,0.0,0.0,0,4,5,0.1,0.10909090909090909,1,6,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,8,7,8,1,0.07142857142857142,0.25694917118487537,0,5,4,0.14285714285714285,0.14285714285714285,3,4,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
11,12,11,12,0,0.0,0.0,0,4,3,0.01818181818181818,0.3181818181818182,1,21,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,9,9,12,0,0.0,0.0,0,3,6,0.09090909090909091,0.027777777777777776,6,1,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,11,11,14,1,0.041666666666666664,0.48089834696298783,1,4,5,0.0,0.09090909090909091,0,5,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,14,6,14,0,0.0,0.0,0,3,5,0.13333333333333333,0.21978021978021978,2,20,2,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,6,6,9,1,0.07142857142857142,0.40242960438184466,0,3,3,0.027777777777777776,0.26666666666666666,1,4,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
10,6,6,10,0,0.0,0.0,0,5,3,0.022222222222222223,0.13333333333333333,1,2,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,11,6,11,1,0.0625,0.3789231816899512,0,4,5,0.06666666666666667,0.05454545454545454,1,3,0,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
11,12,11,12,1,0.045454545454545456,0.267546386419054,0,4,3,0.09090909090909091,0.3181818181818182,5,21,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
15,42,15,42,4,0.07547169811320754,1.4132890077878861,0,4,7,0.08571428571428572,0.12311265969802555,9,106,3,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,15,9,15,3,0.14285714285714285,0.9835879098922918,1,2,4,0.25,0.1619047619047619,9,17,1,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
10,6,6,10,1,0.06666666666666667,0.28126641406272834,1,4,3,0.13333333333333333,0.06666666666666667,6,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,9,6,9,1,0.07142857142857142,0.318928988903801,0,4,3,0.06666666666666667,0.1111111111111111,1,4,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,15,6,15,2,0.10526315789473684,0.7484447333820419,1,2,4,0.13333333333333333,0.1619047619047619,2,17,0,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
11,6,6,11,0,0.0,0.0,0,3,4,0.01818181818181818,0.0,1,0,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
14,11,11,14,0,0.0,0.0,0,5,5,0.054945054945054944,0.10909090909090909,5,6,3,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,5,5,7,0,0.0,0.0,0,3,3,0.2857142857142857,0.1,6,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,16,7,16,1,0.045454545454545456,0.3396232718951086,0,4,6,0.047619047619047616,0.041666666666666664,1,5,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
7,8,7,8,0,0.0,0.0,0,4,5,0.0,0.03571428571428571,0,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,15,6,15,0,0.0,0.0,0,3,2,0.06666666666666667,0.23809523809523808,1,25,1,4,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
9,16,9,16,0,0.0,0.0,0,3,3,0.08333333333333333,0.21666666666666667,3,26,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
6,5,5,6,0,0.0,0.0,0,4,2,0.0,0.0,0,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
12,8,8,12,2,0.1111111111111111,0.8132176635932029,1,5,4,0.045454545454545456,0.0,3,0,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b103__SA-CPM__k5
